book_title,book_price,book_url,image_url,published_date,category
Who Financed Hitler,26.94 ,https://www.bookdepository.com/Who-Financed-Hitler-James-Pool/9780671760830?ref=grid-view&qid=1628102743628&sr=1-366,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6717/9780671760830.jpg,01 Oct 1997,finance
UK Taxation: a simplified guide for students,40.01 ,https://www.bookdepository.com/UK-Taxation-simplified-guide-for-students-Mark-Hunt/9781913507053?ref=grid-view&qid=1628102743628&sr=1-367,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9135/9781913507053.jpg,08 Dec 2020,finance
Complete Guide to Personal Finance for Teenagers & College Students,26.72 ,https://www.bookdepository.com/Complete-Guide-Personal-Finance-for-Teenagers-College-Students-Tamsen-Butler/9781620230701?ref=grid-view&qid=1628102743628&sr=1-368,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6202/9781620230701.jpg,23 Jul 2021,finance
"Metals And Energy Finance: Application Of Quantitative Finance Techniques To The Evaluation Of Minerals, Coal And Petroleum Projects",55.20 ,https://www.bookdepository.com/Metals-Energy-Finance-Application-Quantitative-Finance-Techniques-Evaluation-Minerals-Coal-Petroleum-Projects-Dennis-L-Buchanan/9781786346278?ref=grid-view&qid=1628102743628&sr=1-369,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7863/9781786346278.jpg,14 Jan 2019,finance
"Schaum's Quick Guide to Business Formulas: 201 Decision-Making Tools for Business, Finance, and Accounting Students",22.26 ,https://www.bookdepository.com/Schaums-Quick-Guide-Business-Formulas-201-Decision-Making-Tools-for-Business-Finance-Accounting-Students-Jae-Shim/9780070580312?ref=grid-view&qid=1628102743628&sr=1-370,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0705/9780070580312.jpg,22 Nov 1997,finance
Quantitative Equity Portfolio Management,47.96 ,https://www.bookdepository.com/Quantitative-Equity-Portfolio-Management-Ludwig-Chincarini/9780071459396?ref=grid-view&qid=1628102743628&sr=1-371,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0714/9780071459396.jpg,17 Aug 2006,finance
Interest Rate Models - Theory and Practice,108.90 ,https://www.bookdepository.com/Interest-Rate-Models-Theory-Practice-Damiano-Brigo/9783540221494?ref=grid-view&qid=1628102743628&sr=1-372,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/5402/9783540221494.jpg,02 Aug 2007,finance
Mastering Financial Modelling in Microsoft Excel 3rd edn,58.34 ,https://www.bookdepository.com/Mastering-Financial-Modelling-Microsoft-Excel-3rd-edn-Alastair-Day/9780273772255?ref=grid-view&qid=1628102743628&sr=1-373,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2737/9780273772255.jpg,07 Oct 2012,finance
The Volatility Smile,70.89 ,https://www.bookdepository.com/Volatility-Smile-Emanuel-Derman/9781118959169?ref=grid-view&qid=1628102743628&sr=1-374,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1189/9781118959169.jpg,21 Oct 2016,finance
Derivatives Analytics with Python,85.58 ,https://www.bookdepository.com/Derivatives-Analytics-with-Python-Yves-Hilpisch/9781119037996?ref=grid-view&qid=1628102743628&sr=1-375,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1190/9781119037996.jpg,03 Aug 2015,finance
Show Me the Money,15.68 ,https://www.bookdepository.com/Show-Me-Money-Alvin-Hall/9781465440006?ref=grid-view&qid=1628102743628&sr=1-376,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4654/9781465440006.jpg,19 Jan 2016,finance
Economists and the Powerful,25.32 ,https://www.bookdepository.com/Economists-Powerful-Norbert-Haring/9780857284594?ref=grid-view&qid=1628102743628&sr=1-377,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8572/9780857284594.jpg,01 Oct 2012,finance
The 30 Day MBA in Business Finance,23.29 ,https://www.bookdepository.com/30-Day-MBA-Business-Finance-Colin-Barrow/9780749475406?ref=grid-view&qid=1628102743628&sr=1-378,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7494/9780749475406.jpg,28 Jan 2016,finance
"Advances in Behavioral Finance, Volume II",69.86 ,https://www.bookdepository.com/Advances-Behavioral-Finance-II-Richard-H-Thaler/9780691121758?ref=grid-view&qid=1628102743628&sr=1-379,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6911/9780691121758.jpg,25 Jul 2005,finance
Distress Investing,59.06 ,https://www.bookdepository.com/Distress-Investing-Martin-J-Whitman/9780470117675?ref=grid-view&qid=1628102743628&sr=1-380,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4701/9780470117675.jpg,29 Apr 2009,finance
Health and Safety at Work For Dummies,19.59 ,https://www.bookdepository.com/Health-Safety-at-Work-For-Dummies-Rrc/9781119210931?ref=grid-view&qid=1628102743628&sr=1-381,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1192/9781119210931.jpg,02 May 2016,finance
The Mathematics of Money Management,90.57 ,https://www.bookdepository.com/Mathematics-Money-Management-Ralph-Vince/9780471547389?ref=grid-view&qid=1628102743628&sr=1-382,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4715/9780471547389.jpg,04 Jun 1992,finance
Lessons in Corporate Finance,58.70 ,https://www.bookdepository.com/Lessons-Corporate-Finance-Paul-Asquith/9781119537830?ref=grid-view&qid=1628102743628&sr=1-383,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1195/9781119537830.jpg,21 May 2019,finance
Understanding Government Finance,12.90 ,https://www.bookdepository.com/Understanding-Government-Finance-Brian-Romanchuk/9780994748058?ref=grid-view&qid=1628102743628&sr=1-384,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9947/9780994748058.jpg,04 Jul 2016,finance
Finance Essentials for Entrepreneurs,24.38 ,https://www.bookdepository.com/Finance-Essentials-for-Entrepreneurs-Naeem-Zafar/9780982342077?ref=grid-view&qid=1628102743628&sr=1-385,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9823/9780982342077.jpg,08 Apr 2010,finance
ISE Corporate Finance,76.81 ,https://www.bookdepository.com/ISE-Corporate-Finance-Stephen-Ross/9781260091878?ref=grid-view&qid=1628102743628&sr=1-386,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2600/9781260091878.jpg,28 Nov 2018,finance
Public Finance Public Policy,81.88 ,https://www.bookdepository.com/Public-Finance-Public-Policy-Jonathan-Gruber/9781319254742?ref=grid-view&qid=1628102743628&sr=1-387,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/3192/9781319254742.jpg,05 Jul 2019,finance
Using Microsoft Dynamics 365 for Finance and Operations,52.19 ,https://www.bookdepository.com/Using-Microsoft-Dynamics-365-for-Finance-Operations-Andreas-Luszczak/9783658241063?ref=grid-view&qid=1628102743628&sr=1-388,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/6582/9783658241063.jpg,22 Feb 2019,finance
Continuous-Time Finance,76.93 ,https://www.bookdepository.com/Continuous-Time-Finance-Robert-C-Merton/9780631185086?ref=grid-view&qid=1628102743628&sr=1-389,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6311/9780631185086.jpg,10 Nov 1992,finance
Business Accounting and Finance,79.30 ,https://www.bookdepository.com/Business-Accounting-Finance-Tony-Davies/9780273723127?ref=grid-view&qid=1628102743628&sr=1-390,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2737/9780273723127.jpg,15 Dec 2011,finance
Finance Essentials for Entrepreneurs,24.38 ,https://www.bookdepository.com/Finance-Essentials-for-Entrepreneurs-Naeem-Zafar/9780982342077?ref=grid-view&qid=1628102746236&sr=1-391,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9823/9780982342077.jpg,08 Apr 2010,finance
Public Finance Public Policy,81.88 ,https://www.bookdepository.com/Public-Finance-Public-Policy-Jonathan-Gruber/9781319254742?ref=grid-view&qid=1628102746236&sr=1-392,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/3192/9781319254742.jpg,05 Jul 2019,finance
Short Introduction to Corporate Finance,27.17 ,https://www.bookdepository.com/Short-Introduction-Corporate-Finance-Raghavendra-Rau/9781107461482?ref=grid-view&qid=1628102746236&sr=1-393,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1074/9781107461482.jpg,01 Jan 2018,finance
How to Understand Business Finance,12.87 ,https://www.bookdepository.com/How-Understand-Business-Finance-Bob-Cinnamon/9780749460204?ref=grid-view&qid=1628102746236&sr=1-394,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7494/9780749460204.jpg,28 May 2010,finance
Cracking the Finance Quant Interview,15.61 ,https://www.bookdepository.com/Cracking-Finance-Quant-Interview-Jean-Peyre/9798667341024?ref=grid-view&qid=1628102746236&sr=1-395,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9798/6673/9798667341024.jpg,18 Jul 2020,finance
Finance for Strategic Decision-Making,30.58 ,https://www.bookdepository.com/Finance-for-Strategic-Decision-Making-M-P-Narayanan/9780787965174?ref=grid-view&qid=1628102746236&sr=1-396,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7879/9780787965174.jpg,20 Apr 2004,finance
Finance for Real Estate Development,91.59 ,https://www.bookdepository.com/Finance-for-Real-Estate-Development-Charles-Long/9780874204308?ref=grid-view&qid=1628102746236&sr=1-397,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8742/9780874204308.jpg,30 Aug 2019,finance
Financial Modelling in Practice,120.24 ,https://www.bookdepository.com/Financial-Modelling-Practice-Matthew-Rees/9780470997444?ref=grid-view&qid=1628102746236&sr=1-398,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4709/9780470997444.jpg,15 Dec 2008,finance
The Economics of Continuous-Time Finance,112.80 ,https://www.bookdepository.com/Economics-Continuous-Time-Finance-Bernard-Dumas/9780262036542?ref=grid-view&qid=1628102746236&sr=1-399,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2620/9780262036542.jpg,15 Dec 2017,finance
A Pragmatist's Guide to Leveraged Finance,58.73 ,https://www.bookdepository.com/Pragmatists-Guide-Leveraged-Finance-Robert-S-Kricheff/9780857198495?ref=grid-view&qid=1628102746236&sr=1-400,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8571/9780857198495.jpg,25 May 2021,finance
Finance Capital Today,25.89 ,https://www.bookdepository.com/Finance-Capital-Today-Francois-Chesnais/9781608468270?ref=grid-view&qid=1628102746236&sr=1-401,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6084/9781608468270.jpg,01 Feb 2018,finance
Machine Learning for Finance,42.12 ,https://www.bookdepository.com/Machine-Learning-for-Finance-Jannes-Klaas/9781789136364?ref=grid-view&qid=1628102746236&sr=1-402,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7891/9781789136364.jpg,30 May 2019,finance
Modern Computational Finance,89.11 ,https://www.bookdepository.com/Modern-Computational-Finance-Antoine-Savine/9781119539452?ref=grid-view&qid=1628102746236&sr=1-403,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1195/9781119539452.jpg,07 Dec 2018,finance
Modern Project Finance,142.65 ,https://www.bookdepository.com/Modern-Project-Finance-Benjamin-C-Esty/9780471434252?ref=grid-view&qid=1628102746236&sr=1-404,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4714/9780471434252.jpg,07 Apr 2006,finance
Private Capital Investing,49.60 ,https://www.bookdepository.com/Private-Capital-Investing-Roberto-Ippolito/9781119526162?ref=grid-view&qid=1628102746236&sr=1-405,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1195/9781119526162.jpg,03 Feb 2020,finance
"Dictionary of Finance, Investment and Banking",77.17 ,https://www.bookdepository.com/Dictionary-Finance-Investment-Banking-E-Banks/9780230238299?ref=grid-view&qid=1628102746236&sr=1-406,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2302/9780230238299.jpg,15 Jan 2010,finance
The Law and Regulation of International Finance,62.04 ,https://www.bookdepository.com/Law-Regulation-International-Finance-Ravi-C-Tennekoon/9781845923921?ref=grid-view&qid=1628102746236&sr=1-407,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8459/9781845923921.jpg,03 Jan 2007,finance
Project Financing,91.40 ,https://www.bookdepository.com/Project-Financing-John-D-Finnerty/9781118394106?ref=grid-view&qid=1628102746236&sr=1-408,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1183/9781118394106.jpg,17 May 2013,finance
A History of Interest Rates,90.70 ,https://www.bookdepository.com/History-Interest-Rates-Sidney-Homer/9780471732839?ref=grid-view&qid=1628102746236&sr=1-409,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4717/9780471732839.jpg,05 Aug 2007,finance
Principles of Finance with Excel,159.38 ,https://www.bookdepository.com/Principles-Finance-with-Excel-Simon-Benninga/9780190296384?ref=grid-view&qid=1628102746236&sr=1-410,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1902/9780190296384.jpg,05 Oct 2017,finance
A to Z of leasing and asset finance,42.13 ,https://www.bookdepository.com/Z-leasing-asset-finance-Julian-Rose/9781912183814?ref=grid-view&qid=1628102746236&sr=1-411,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9121/9781912183814.jpg,22 Feb 2019,finance
"Applied Value Investing: The Practical Application of Benjamin Graham and Warren Buffett's Valuation Principles to Acquisitions, Catastrophe Pricing and Business Execution",46.57 ,https://www.bookdepository.com/Applied-Value-Investing-Practical-Application-Benjamin-Graham-Warren-Buffetts-Valuation-Principles-Acquisitions-Catastrophe-Pricing-Business-Execution-Joseph-Calandro/9780071628181?ref=grid-view&qid=1628102746236&sr=1-412,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0716/9780071628181.jpg,21 Sep 2009,finance
Neoclassical Finance,70.81 ,https://www.bookdepository.com/Neoclassical-Finance-Stephen-Ross/9780691121383?ref=grid-view&qid=1628102746236&sr=1-413,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6911/9780691121383.jpg,31 Oct 2004,finance
Shared Services in Finance and Accounting,157.06 ,https://www.bookdepository.com/Shared-Services-Finance-Accounting-Tom-Olavi-Bangemann/9780566086076?ref=grid-view&qid=1628102746236&sr=1-414,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5660/9780566086076.jpg,28 Mar 2005,finance
Quantitative finance with R and cryptocurrencies,30.05 ,https://www.bookdepository.com/Quantitative-finance-with-R-cryptocurrencies-Dean-Fantazzini/9781090685315?ref=grid-view&qid=1628102746236&sr=1-415,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/0906/9781090685315.jpg,20 May 2019,finance
Infrastructure Finance,84.70 ,https://www.bookdepository.com/Infrastructure-Finance-Neil-S-Grigg/9780470481783?ref=grid-view&qid=1628102746236&sr=1-416,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4704/9780470481783.jpg,19 Mar 2010,finance
Business Finance,73.59 ,https://www.bookdepository.com/Business-Finance-Eddie-McLaney/9781292134406?ref=grid-view&qid=1628102746236&sr=1-417,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2921/9781292134406.jpg,13 Jul 2017,finance
Corporate Finance,17.52 ,https://www.bookdepository.com/Corporate-Finance-Morten-Helbaek/9780335236664?ref=grid-view&qid=1628102746236&sr=1-418,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3352/9780335236664.jpg,20 May 2011,finance
Corporate Finance,10.32 ,https://www.bookdepository.com/Corporate-Finance-BarCharts-Inc/9781423234692?ref=grid-view&qid=1628102746236&sr=1-419,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4232/9781423234692.jpg,01 May 2017,finance
Personal Finance,61.68 ,https://www.bookdepository.com/Personal-Finance-George-Callaghan/9780230348110?ref=grid-view&qid=1628102746236&sr=1-420,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2303/9780230348110.jpg,15 Dec 2011,finance
Business Finance,73.59 ,https://www.bookdepository.com/Business-Finance-Eddie-McLaney/9781292134406?ref=grid-view&qid=1628102751058&sr=1-421,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2921/9781292134406.jpg,13 Jul 2017,finance
Corporate Finance,10.32 ,https://www.bookdepository.com/Corporate-Finance-BarCharts-Inc/9781423234692?ref=grid-view&qid=1628102751058&sr=1-422,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4232/9781423234692.jpg,01 May 2017,finance
Personal Finance,61.68 ,https://www.bookdepository.com/Personal-Finance-George-Callaghan/9780230348110?ref=grid-view&qid=1628102751058&sr=1-423,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2303/9780230348110.jpg,15 Dec 2011,finance
The Finance Curse,29.00 ,https://www.bookdepository.com/Finance-Curse-Nicholas-Shaxson/9780802128478?ref=grid-view&qid=1628102751058&sr=1-424,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8021/9780802128478.jpg,05 Nov 2019,finance
Investing for the Long Term,22.96 ,https://www.bookdepository.com/Investing-for-Long-Term-Francisco-Parames/9781119431190?ref=grid-view&qid=1628102751058&sr=1-425,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1194/9781119431190.jpg,18 Jun 2018,finance
Fundamentals of Finance,71.61 ,https://www.bookdepository.com/Fundamentals-Finance-Andrea-Bennett/9780994132529?ref=grid-view&qid=1628102751058&sr=1-426,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9941/9780994132529.jpg,09 Dec 2016,finance
Finance: The Basics,25.91 ,https://www.bookdepository.com/Finance-Basics-Erik-Banks/9781138919785?ref=grid-view&qid=1628102751058&sr=1-427,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1389/9781138919785.jpg,06 Aug 2015,finance
Special Finance Applications in Microsoft Dynamics 365 for Finance and Operations,42.86 ,https://www.bookdepository.com/Special-Finance-Applications-Microsoft-Dynamics-365-for-Finance-Operations-Ludwig-Reinhard/9781792855214?ref=grid-view&qid=1628102751058&sr=1-428,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7928/9781792855214.jpg,04 Feb 2019,finance
On My Own Two Feet,15.48 ,https://www.bookdepository.com/On-My-Own-Two-Feet-Manisha-Thakor/9781440570841?ref=grid-view&qid=1628102751058&sr=1-429,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4405/9781440570841.jpg,29 Nov 2013,finance
The WEALTHTECH Book,25.59 ,https://www.bookdepository.com/WEALTHTECH-Book-Susanne-Chishti/9781119362159?ref=grid-view&qid=1628102751058&sr=1-430,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1193/9781119362159.jpg,23 Jul 2018,finance
Leveraged Buyouts,98.41 ,https://www.bookdepository.com/Leveraged-Buyouts-Paul-Pignataro/9781118674543?ref=grid-view&qid=1628102751058&sr=1-431,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1186/9781118674543.jpg,18 Mar 2014,finance
DIY Financial Advisor,25.75 ,https://www.bookdepository.com/DIY-Financial-Advisor-Wesley-R-Gray/9781119071501?ref=grid-view&qid=1628102751058&sr=1-432,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1190/9781119071501.jpg,09 Oct 2015,finance
Derivatives Demystified,52.74 ,https://www.bookdepository.com/Derivatives-Demystified-Andrew-M-Chisholm/9780470749371?ref=grid-view&qid=1628102751058&sr=1-433,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4707/9780470749371.jpg,21 Sep 2010,finance
Exotic Options and Hybrids,79.41 ,https://www.bookdepository.com/Exotic-Options-Hybrids-Mohamed-Bouzoubaa/9780470688038?ref=grid-view&qid=1628102751058&sr=1-434,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4706/9780470688038.jpg,08 Jun 2010,finance
Implementing Enterprise Risk Management,75.42 ,https://www.bookdepository.com/Implementing-Enterprise-Risk-Management-James-Lam/9780471745198?ref=grid-view&qid=1628102751058&sr=1-435,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4717/9780471745198.jpg,12 May 2017,finance
Soldier of Finance: Take Charge of Your Money and Invest in Your Future,14.73 ,https://www.bookdepository.com/Soldier-Finance-Take-Charge-Your-Money-Invest-Your-Future-Jeff-Rose/9780814433287?ref=grid-view&qid=1628102751058&sr=1-436,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8144/9780814433287.jpg,21 Dec 2018,finance
Modern Security Analysis,62.97 ,https://www.bookdepository.com/Modern-Security-Analysis-Martin-J-Whitman/9781118390047?ref=grid-view&qid=1628102751058&sr=1-437,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1183/9781118390047.jpg,20 May 2013,finance
Other People's Money,20.38 ,https://www.bookdepository.com/Other-Peoples-Money-John-Kay/9781610397155?ref=grid-view&qid=1628102751058&sr=1-438,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6103/9781610397155.jpg,27 Sep 2016,finance
Funds,80.44 ,https://www.bookdepository.com/Funds-Matthew-Hudson/9781118790403?ref=grid-view&qid=1628102751058&sr=1-439,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1187/9781118790403.jpg,31 Mar 2014,finance
Welcome to Adulting,16.54 ,https://www.bookdepository.com/Welcome-Adulting-Jonathan-Pokluda/9780801078101?ref=grid-view&qid=1628102751058&sr=1-440,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8010/9780801078101.jpg,04 Sep 2018,finance
Urban Warfare,25.14 ,https://www.bookdepository.com/Urban-Warfare-Raquel-Rolnik/9781788731607?ref=grid-view&qid=1628102751058&sr=1-441,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7887/9781788731607.jpg,20 May 2019,finance
Motley Fool Personal Finance Workbo,23.73 ,https://www.bookdepository.com/Motley-Fool-Personal-Finance-Workbo-Gardner/9780743229975?ref=grid-view&qid=1628102751058&sr=1-442,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7432/9780743229975.jpg,06 Jan 2003,finance
"Multinational Business Finance, Global Edition",71.60 ,https://www.bookdepository.com/Multinational-Business-Finance-Global-Edition-David-Eiteman/9781292270081?ref=grid-view&qid=1628102751058&sr=1-443,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2922/9781292270081.jpg,07 Aug 2020,finance
Investment Philosophies,63.60 ,https://www.bookdepository.com/Investment-Philosophies-Aswath-Damodaran/9781118011515?ref=grid-view&qid=1628102751058&sr=1-444,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1180/9781118011515.jpg,14 Aug 2012,finance
Exchange Rates and International Finance 6th edn,73.88 ,https://www.bookdepository.com/Exchange-Rates-International-Finance-6th-edn-Laurence-Copeland/9780273786047?ref=grid-view&qid=1628102751058&sr=1-445,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2737/9780273786047.jpg,03 Sep 2014,finance
Interest Rate Swaps and Their Derivatives,74.00 ,https://www.bookdepository.com/Interest-Rate-Swaps-Their-Derivatives-Amir-Sadr/9780470443941?ref=grid-view&qid=1628102751058&sr=1-446,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4704/9780470443941.jpg,11 Sep 2009,finance
Commodities and Commodity Derivatives,112.33 ,https://www.bookdepository.com/Commodities-Commodity-Derivatives-Helyette-Geman/9780470012185?ref=grid-view&qid=1628102751058&sr=1-447,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4700/9780470012185.jpg,25 Mar 2005,finance
Active Value Investing,46.72 ,https://www.bookdepository.com/Active-Value-Investing-Vitaliy-N-Katsenelson/9780470053157?ref=grid-view&qid=1628102751058&sr=1-448,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4700/9780470053157.jpg,16 Oct 2007,finance
Fixed Income Securities,81.13 ,https://www.bookdepository.com/Fixed-Income-Securities-Bruce-Tuckman/9780470891698?ref=grid-view&qid=1628102751058&sr=1-449,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4708/9780470891698.jpg,22 Dec 2011,finance
Value Investing,24.05 ,https://www.bookdepository.com/Value-Investing-Martin-J-Whitman/9780471398103?ref=grid-view&qid=1628102751058&sr=1-450,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4713/9780471398103.jpg,17 Oct 2000,finance
Fixed Income Securities,81.13 ,https://www.bookdepository.com/Fixed-Income-Securities-Bruce-Tuckman/9780470891698?ref=grid-view&qid=1628102752963&sr=1-451,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4708/9780470891698.jpg,22 Dec 2011,finance
Introduction To Islamic Banking And Finance: An Economic Analysis,42.44 ,https://www.bookdepository.com/Introduction-Islamic-Banking-Finance-Economic-Analysis-M-Kabir-Hassan/9789811224218?ref=grid-view&qid=1628102752963&sr=1-452,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/8112/9789811224218.jpg,20 Aug 2020,finance
Complement de l'Arithmetique A l'Usage Des Ecoles Superieures,20.80 ,https://www.bookdepository.com/Complement-de-lArithmetique-lUsage-Des-Ecoles-Superieures-Finance/9782013056809?ref=grid-view&qid=1628102752963&sr=1-453,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/0130/9782013056809.jpg,01 May 2017,finance
Accounting and Finance: An Introduction with MyLab Accounting,66.95 ,https://www.bookdepository.com/Accounting-Finance-Introduction-with-MyLab-Accounting-Eddie-McLaney/9781292312354?ref=grid-view&qid=1628102752963&sr=1-454,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2923/9781292312354.jpg,01 May 2020,finance
The Mental Edge in Trading : Adapt Your Personality Traits and Control Your Emotions to Make Smarter Investments,44.19 ,https://www.bookdepository.com/Mental-Edge-Trading-Adapt-Your-Personality-Traits-Control-Your-Emotions-Make-Smarter-Investments-Jason-Williams/9780071799409?ref=grid-view&qid=1628102752963&sr=1-455,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0717/9780071799409.jpg,23 Jan 2013,finance
The Treasury Bond Basis,56.96 ,https://www.bookdepository.com/Treasury-Bond-Basis-Galen-Burghardt/9780071456104?ref=grid-view&qid=1628102752963&sr=1-456,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0714/9780071456104.jpg,16 Aug 2005,finance
Criminal Capital,30.62 ,https://www.bookdepository.com/Criminal-Capital-S-Platt/9781137337290?ref=grid-view&qid=1628102752963&sr=1-457,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1373/9781137337290.jpg,12 Jan 2015,finance
